#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABCB11	ABCC2	9606.ENSP00000263817	9606.ENSP00000359478	0	0	0	0.584	0.084	0.056	0	0.882	0.427
ABCB11	CYP39A1	9606.ENSP00000263817	9606.ENSP00000275016	0	0	0	0	0.066	0	0	0.462	0.476
ABCB11	PPARGC1A	9606.ENSP00000263817	9606.ENSP00000264867	0	0	0	0	0	0.270	0	0.323	0.484
ABCB11	NR5A2	9606.ENSP00000263817	9606.ENSP00000356331	0	0	0	0	0.073	0	0	0.531	0.546
ABCB11	UGT1A6	9606.ENSP00000263817	9606.ENSP00000303174	0	0	0	0	0.091	0	0	0.541	0.565
ABCB11	GPT	9606.ENSP00000263817	9606.ENSP00000378408	0	0	0	0	0	0	0	0.572	0.572
ABCB11	NPC1L1	9606.ENSP00000263817	9606.ENSP00000289547	0	0	0	0	0.062	0.131	0	0.519	0.574
ABCB11	FGFR4	9606.ENSP00000263817	9606.ENSP00000292408	0	0	0	0	0.065	0	0	0.568	0.578
ABCB11	UGT1A8	9606.ENSP00000263817	9606.ENSP00000304845	0	0	0	0	0.063	0	0	0.581	0.591
ABCB11	CYP3A4	9606.ENSP00000263817	9606.ENSP00000337915	0	0	0	0	0.086	0	0	0.611	0.629
ABCB11	SLCO1B3-SLCO1B7	9606.ENSP00000263817	9606.ENSP00000441269	0	0	0	0	0.123	0	0	0.779	0.798
ABCB11	SLC51B	9606.ENSP00000263817	9606.ENSP00000335292	0	0	0	0	0.063	0	0	0.806	0.810
ABCB11	SLC51A	9606.ENSP00000263817	9606.ENSP00000296327	0	0	0	0	0.084	0	0	0.823	0.831
ABCB11	NR1H4	9606.ENSP00000263817	9606.ENSP00000447149	0	0	0	0	0.105	0.281	0	0.862	0.903
ABCB11	ATP8B1	9606.ENSP00000263817	9606.ENSP00000445359	0	0	0	0	0.063	0.063	0	0.915	0.919
ABCC2	SLC22A4	9606.ENSP00000359478	9606.ENSP00000200652	0	0	0	0	0.062	0.064	0	0.517	0.539
ABCC2	SLCO4A1	9606.ENSP00000359478	9606.ENSP00000217159	0	0	0	0	0.078	0	0	0.532	0.550
ABCC2	APOB	9606.ENSP00000359478	9606.ENSP00000233242	0	0	0	0	0.642	0	0	0.172	0.691
ABCC2	APOA1	9606.ENSP00000359478	9606.ENSP00000236850	0	0	0	0	0.230	0	0	0.263	0.408
ABCC2	ABCG2	9606.ENSP00000359478	9606.ENSP00000237612	0	0	0	0	0.062	0.135	0	0.890	0.903
ABCC2	SLC10A2	9606.ENSP00000359478	9606.ENSP00000245312	0	0	0	0	0.063	0	0	0.630	0.638
ABCC2	SLC22A5	9606.ENSP00000359478	9606.ENSP00000245407	0	0	0	0	0.062	0.064	0	0.511	0.533
ABCC2	UGT2A3	9606.ENSP00000359478	9606.ENSP00000251566	0	0	0	0	0.181	0	0	0.471	0.549
ABCC2	F12	9606.ENSP00000359478	9606.ENSP00000253496	0	0	0	0	0.443	0.057	0	0	0.452
ABCC2	SLCO1B3	9606.ENSP00000359478	9606.ENSP00000261196	0	0	0	0	0.130	0	0	0.823	0.839
ABCC2	SLC9A3	9606.ENSP00000359478	9606.ENSP00000264938	0	0	0	0	0	0.056	0	0.446	0.454
ABCC2	LGR5	9606.ENSP00000359478	9606.ENSP00000266674	0	0	0	0	0	0	0	0.447	0.447
ABCC2	SLC22A3	9606.ENSP00000359478	9606.ENSP00000275300	0	0	0	0	0.062	0.064	0	0.430	0.455
ABCC2	NPC1L1	9606.ENSP00000359478	9606.ENSP00000289547	0	0	0	0	0.062	0.177	0	0.322	0.431
ABCC2	HPGDS	9606.ENSP00000359478	9606.ENSP00000295256	0	0	0	0	0	0	0	0.459	0.459
ABCC2	SLC51A	9606.ENSP00000359478	9606.ENSP00000296327	0	0	0	0	0.512	0	0	0.645	0.819
ABCC2	UGT1A6	9606.ENSP00000359478	9606.ENSP00000303174	0	0	0	0	0.262	0	0	0.713	0.779
ABCC2	UGT1A8	9606.ENSP00000359478	9606.ENSP00000304845	0	0	0	0	0.239	0	0	0.735	0.790
ABCC2	CES2	9606.ENSP00000359478	9606.ENSP00000317842	0	0	0	0	0.066	0	0	0.407	0.423
ABCC2	SLC51B	9606.ENSP00000359478	9606.ENSP00000335292	0	0	0	0	0.063	0	0	0.698	0.705
ABCC2	GSTA1	9606.ENSP00000359478	9606.ENSP00000335620	0	0	0	0	0.062	0	0	0.415	0.428
ABCC2	CYP3A4	9606.ENSP00000359478	9606.ENSP00000337915	0	0	0	0	0.146	0	0	0.713	0.744
ABCC2	SLC26A3	9606.ENSP00000359478	9606.ENSP00000345873	0	0	0	0	0.053	0.057	0	0.431	0.448
ABCC2	APOA4	9606.ENSP00000359478	9606.ENSP00000350425	0	0	0	0	0.534	0	0	0.146	0.585
ABCC2	CYP2D6	9606.ENSP00000359478	9606.ENSP00000353820	0	0	0	0	0.063	0	0	0.524	0.535
ABCC2	DPYD	9606.ENSP00000359478	9606.ENSP00000359211	0.059	0	0	0	0.065	0	0	0.429	0.454
ABCC2	SLC28A3	9606.ENSP00000359478	9606.ENSP00000365413	0	0	0	0	0	0	0	0.403	0.403
ABCC2	GPT	9606.ENSP00000359478	9606.ENSP00000378408	0	0	0	0	0	0	0	0.408	0.408
ABCC2	SULT1A1	9606.ENSP00000359478	9606.ENSP00000378972	0	0	0	0	0.063	0	0	0.402	0.416
ABCC2	CD48	9606.ENSP00000359478	9606.ENSP00000484431	0	0	0	0	0	0	0	0.425	0.424
ABCC2	CYSLTR1	9606.ENSP00000359478	9606.ENSP00000478492	0	0	0	0	0	0	0	0.439	0.439
ABCC2	XDH	9606.ENSP00000359478	9606.ENSP00000368727	0	0	0	0	0.145	0	0	0.490	0.545
ABCC2	SLC15A1	9606.ENSP00000359478	9606.ENSP00000365686	0	0	0	0	0.058	0.076	0	0.574	0.597
ABCC2	UGT1A7	9606.ENSP00000359478	9606.ENSP00000362525	0	0	0	0	0.239	0	0	0.514	0.614
ABCC2	ATP8B1	9606.ENSP00000359478	9606.ENSP00000445359	0	0	0	0	0.129	0.063	0	0.582	0.629
ABCC2	NR1H4	9606.ENSP00000359478	9606.ENSP00000447149	0	0	0	0	0.463	0.056	0	0.650	0.807
ABCC2	SLCO1B3-SLCO1B7	9606.ENSP00000359478	9606.ENSP00000441269	0	0	0	0	0.108	0	0	0.824	0.836
ABCC2	PDZK1	9606.ENSP00000359478	9606.ENSP00000394485	0	0	0	0	0.094	0.685	0	0.860	0.956
ABCG2	SLC22A4	9606.ENSP00000237612	9606.ENSP00000200652	0	0	0	0	0.054	0.102	0	0.570	0.602
ABCG2	SLCO4A1	9606.ENSP00000237612	9606.ENSP00000217159	0	0	0	0	0	0	0	0.460	0.459
ABCG2	CCND1	9606.ENSP00000237612	9606.ENSP00000227507	0	0	0	0	0	0	0	0.469	0.469
ABCG2	DPYD	9606.ENSP00000237612	9606.ENSP00000359211	0	0	0	0	0.062	0	0	0.395	0.408
ABCG2	SLC28A2	9606.ENSP00000237612	9606.ENSP00000315006	0	0	0	0	0.055	0	0	0.404	0.412
ABCG2	AR	9606.ENSP00000237612	9606.ENSP00000363822	0	0	0	0	0	0.075	0	0.391	0.412
ABCG2	PGR	9606.ENSP00000237612	9606.ENSP00000325120	0	0	0	0	0	0.075	0	0.391	0.412
ABCG2	ZEB1	9606.ENSP00000237612	9606.ENSP00000354487	0	0	0	0	0	0	0	0.416	0.416
ABCG2	NR1H4	9606.ENSP00000237612	9606.ENSP00000447149	0	0	0	0	0.065	0.075	0	0.381	0.417
ABCG2	SLC17A4	9606.ENSP00000237612	9606.ENSP00000367137	0	0	0	0	0.049	0	0	0.413	0.417
ABCG2	HPGDS	9606.ENSP00000237612	9606.ENSP00000295256	0	0	0	0	0	0	0	0.423	0.423
ABCG2	KRT15	9606.ENSP00000237612	9606.ENSP00000254043	0	0	0	0	0	0	0	0.424	0.424
ABCG2	GHR	9606.ENSP00000237612	9606.ENSP00000483403	0	0	0	0	0.058	0	0	0.415	0.425
ABCG2	SLC51A	9606.ENSP00000237612	9606.ENSP00000296327	0	0	0	0	0	0	0	0.432	0.432
ABCG2	IGF2	9606.ENSP00000237612	9606.ENSP00000391826	0	0	0	0	0.049	0	0	0.433	0.437
ABCG2	AOX1	9606.ENSP00000237612	9606.ENSP00000363832	0	0	0	0	0.062	0.145	0	0.370	0.451
ABCG2	SLCO4C1	9606.ENSP00000237612	9606.ENSP00000309741	0	0	0	0	0	0	0	0.457	0.457
ABCG2	GPX3	9606.ENSP00000237612	9606.ENSP00000373477	0	0	0	0	0	0	0	0.460	0.461
ABCG2	SLC28A3	9606.ENSP00000237612	9606.ENSP00000365413	0	0	0	0	0.055	0	0	0.460	0.467
ABCG2	SHH	9606.ENSP00000237612	9606.ENSP00000297261	0	0	0	0	0	0	0	0.467	0.467
ABCG2	PTPRC	9606.ENSP00000237612	9606.ENSP00000411355	0	0	0	0	0.062	0.102	0	0.420	0.469
ABCG2	SLC22A3	9606.ENSP00000237612	9606.ENSP00000275300	0	0	0	0	0.072	0.102	0	0.420	0.475
ABCG2	LGR5	9606.ENSP00000237612	9606.ENSP00000266674	0	0	0	0	0	0.056	0	0.471	0.479
ABCG2	CES2	9606.ENSP00000237612	9606.ENSP00000317842	0	0	0	0	0.053	0.213	0	0.369	0.488
ABCG2	MET	9606.ENSP00000237612	9606.ENSP00000317272	0	0	0	0	0.062	0.057	0	0.469	0.489
ABCG2	PCDH7	9606.ENSP00000237612	9606.ENSP00000441802	0	0	0	0	0	0.489	0	0	0.489
ABCG2	SLC2A4	9606.ENSP00000237612	9606.ENSP00000320935	0	0	0	0	0.063	0.056	0	0.470	0.491
ABCG2	SPNS2	9606.ENSP00000237612	9606.ENSP00000333292	0	0	0	0	0.062	0.056	0	0.474	0.494
ABCG2	CLDN5	9606.ENSP00000237612	9606.ENSP00000385477	0	0	0	0	0.097	0	0	0.469	0.500
ABCG2	SLC2A1	9606.ENSP00000237612	9606.ENSP00000416293	0	0	0	0	0.063	0.056	0	0.482	0.502
ABCG2	SNAI1	9606.ENSP00000237612	9606.ENSP00000244050	0	0	0	0	0	0	0	0.506	0.506
ABCG2	VEGFA	9606.ENSP00000237612	9606.ENSP00000478570	0	0	0	0	0	0	0	0.509	0.509
ABCG2	FGF2	9606.ENSP00000237612	9606.ENSP00000264498	0	0	0	0	0	0	0	0.543	0.543
ABCG2	SLC16A9	9606.ENSP00000237612	9606.ENSP00000378757	0	0	0	0	0	0.057	0	0.559	0.566
ABCG2	MYC	9606.ENSP00000237612	9606.ENSP00000479618	0	0	0	0	0	0	0	0.568	0.568
ABCG2	KLF4	9606.ENSP00000237612	9606.ENSP00000363804	0	0	0	0	0.055	0.102	0	0.556	0.591
ABCG2	CYP2D6	9606.ENSP00000237612	9606.ENSP00000353820	0	0	0	0	0.062	0.056	0	0.606	0.620
ABCG2	SLC22A5	9606.ENSP00000237612	9606.ENSP00000245407	0	0	0	0	0.054	0.102	0	0.603	0.633
ABCG2	KIT	9606.ENSP00000237612	9606.ENSP00000288135	0	0	0	0	0	0.056	0	0.631	0.637
ABCG2	UGT1A6	9606.ENSP00000237612	9606.ENSP00000303174	0	0	0	0	0.064	0	0	0.635	0.643
ABCG2	PDZK1	9606.ENSP00000237612	9606.ENSP00000394485	0	0	0	0	0.062	0.108	0	0.622	0.656
ABCG2	SLC15A1	9606.ENSP00000237612	9606.ENSP00000365686	0	0	0	0	0	0.096	0	0.640	0.661
ABCG2	UGT1A8	9606.ENSP00000237612	9606.ENSP00000304845	0	0	0	0	0.064	0	0	0.681	0.688
ABCG2	LYVE1	9606.ENSP00000237612	9606.ENSP00000256178	0	0	0	0	0.061	0	0	0.699	0.705
ABCG2	SOX2	9606.ENSP00000237612	9606.ENSP00000323588	0	0	0	0	0.108	0	0	0.702	0.723
ABCG2	SLCO1B3	9606.ENSP00000237612	9606.ENSP00000261196	0	0	0	0	0.062	0	0	0.809	0.813
ABCG2	CYP3A4	9606.ENSP00000237612	9606.ENSP00000337915	0	0	0	0	0	0.056	0	0.831	0.834
ABCG2	SLCO1B3-SLCO1B7	9606.ENSP00000237612	9606.ENSP00000441269	0	0	0	0	0.062	0	0	0.834	0.838
ABHD3	OSBPL1A	9606.ENSP00000289119	9606.ENSP00000320291	0	0	0	0	0.073	0	0	0.718	0.727
ABI3BP	CCDC80	9606.ENSP00000284322	9606.ENSP00000206423	0	0	0	0	0.161	0	0	0.410	0.484
ABI3BP	COL8A1	9606.ENSP00000284322	9606.ENSP00000261037	0	0	0	0	0.118	0	0	0.359	0.411
ABI3BP	OGN	9606.ENSP00000284322	9606.ENSP00000262551	0	0	0	0	0.225	0	0	0.264	0.405
ABI3BP	TMEM255B	9606.ENSP00000284322	9606.ENSP00000364502	0	0	0	0	0.062	0	0	0.428	0.440
ABI3BP	OLFML2A	9606.ENSP00000284322	9606.ENSP00000362682	0	0	0	0	0.062	0	0	0.450	0.462
ABI3BP	MAMDC2	9606.ENSP00000284322	9606.ENSP00000366387	0	0	0	0	0.085	0	0	0.470	0.494
ABLIM2	NTN1	9606.ENSP00000393511	9606.ENSP00000173229	0	0	0	0	0.062	0	0.600	0.391	0.751
ABLIM2	CBFA2T3	9606.ENSP00000393511	9606.ENSP00000268679	0	0	0	0	0.062	0	0	0.601	0.610
ABLIM2	REG4	9606.ENSP00000393511	9606.ENSP00000346158	0	0	0	0	0	0	0	0.498	0.498
ABLIM2	DKC1	9606.ENSP00000393511	9606.ENSP00000358563	0	0	0	0	0	0	0	0.458	0.458
ABLIM2	FHL1	9606.ENSP00000393511	9606.ENSP00000377710	0	0	0	0.592	0.079	0.383	0	0.123	0.428
ABLIM2	UNC5C	9606.ENSP00000393511	9606.ENSP00000406022	0	0	0	0	0.090	0	0	0.385	0.417
ACAA2	PDK4	9606.ENSP00000285093	9606.ENSP00000005178	0	0	0	0	0.062	0	0	0.439	0.451
ACAA2	ACADS	9606.ENSP00000285093	9606.ENSP00000242592	0.055	0	0	0	0.198	0.398	0.900	0.770	0.987
ACAA2	FABP1	9606.ENSP00000285093	9606.ENSP00000295834	0	0	0	0	0.064	0.059	0	0.402	0.427
ACAA2	ALDOB	9606.ENSP00000285093	9606.ENSP00000363988	0	0	0	0	0.062	0.213	0	0.410	0.526
ACAA2	ACSL6	9606.ENSP00000285093	9606.ENSP00000368566	0.069	0	0	0	0.454	0.129	0	0.346	0.671
ACAA2	PEX26	9606.ENSP00000285093	9606.ENSP00000331106	0	0	0	0	0.062	0	0	0.720	0.726
ACAA2	HMGCS2	9606.ENSP00000285093	9606.ENSP00000358414	0.093	0	0	0	0.145	0.345	0.900	0.479	0.968
ACACB	PDK4	9606.ENSP00000341044	9606.ENSP00000005178	0	0	0	0	0.064	0.067	0	0.436	0.465
ACACB	MOGAT2	9606.ENSP00000341044	9606.ENSP00000198801	0	0	0	0	0.064	0	0	0.428	0.442
ACACB	DGAT2	9606.ENSP00000341044	9606.ENSP00000228027	0	0	0	0	0.063	0	0	0.647	0.655
ACACB	PPARGC1A	9606.ENSP00000341044	9606.ENSP00000264867	0	0	0	0	0	0	0	0.508	0.508
ACACB	FRMD3	9606.ENSP00000341044	9606.ENSP00000303508	0	0	0	0	0	0	0	0.420	0.420
ACACB	GLS2	9606.ENSP00000341044	9606.ENSP00000310447	0	0	0	0	0.062	0	0	0.639	0.647
ACACB	PCK1	9606.ENSP00000341044	9606.ENSP00000319814	0	0	0	0	0.064	0	0	0.442	0.455
ACACB	MLXIPL	9606.ENSP00000341044	9606.ENSP00000320886	0	0	0	0	0.083	0	0	0.546	0.566
ACACB	SLC2A4	9606.ENSP00000341044	9606.ENSP00000320935	0	0	0	0	0.065	0	0	0.477	0.490
ACACB	ACSL6	9606.ENSP00000341044	9606.ENSP00000368566	0.045	0	0	0	0.084	0	0	0.425	0.453
ACACB	SCD	9606.ENSP00000341044	9606.ENSP00000359380	0	0	0	0	0.166	0	0	0.698	0.737
ACACB	PRKAA2	9606.ENSP00000341044	9606.ENSP00000360290	0	0	0	0	0.062	0.380	0.800	0.525	0.937
ACADS	HMGCS2	9606.ENSP00000242592	9606.ENSP00000358414	0	0	0	0	0.081	0	0	0.384	0.410
ACADS	SLC22A5	9606.ENSP00000242592	9606.ENSP00000245407	0	0	0	0	0.053	0	0	0.414	0.421
ACADS	ACSL6	9606.ENSP00000242592	9606.ENSP00000368566	0.051	0	0	0	0.157	0.137	0	0.333	0.478
ACADS	RFC3	9606.ENSP00000242592	9606.ENSP00000369411	0	0	0	0	0	0.499	0	0	0.499
ACADS	ASPG	9606.ENSP00000242592	9606.ENSP00000450040	0.042	0	0	0	0.063	0	0	0.489	0.502
ACADS	AOX1	9606.ENSP00000242592	9606.ENSP00000363832	0	0	0	0	0.065	0	0.800	0.204	0.838
ACAN	DCN	9606.ENSP00000387356	9606.ENSP00000052754	0	0	0	0	0.062	0.056	0	0.866	0.871
ACAN	CA12	9606.ENSP00000387356	9606.ENSP00000178638	0	0	0	0	0.062	0	0	0.458	0.470
ACAN	TIMP1	9606.ENSP00000387356	9606.ENSP00000218388	0	0	0	0	0.052	0	0	0.681	0.684
ACAN	COMP	9606.ENSP00000387356	9606.ENSP00000222271	0	0	0	0	0.082	0	0.600	0.891	0.956
ACAN	COL1A1	9606.ENSP00000387356	9606.ENSP00000225964	0	0	0	0	0.062	0	0	0.762	0.767
ACAN	SPARC	9606.ENSP00000387356	9606.ENSP00000231061	0	0	0	0	0.062	0	0	0.572	0.582
ACAN	MMP8	9606.ENSP00000387356	9606.ENSP00000236826	0	0	0	0	0	0.228	0	0.638	0.709
ACAN	BMP4	9606.ENSP00000387356	9606.ENSP00000245451	0	0	0	0	0	0	0	0.509	0.509
ACAN	SOX9	9606.ENSP00000387356	9606.ENSP00000245479	0	0	0	0	0.062	0	0	0.907	0.909
ACAN	MATN2	9606.ENSP00000387356	9606.ENSP00000254898	0	0	0	0	0.062	0	0	0.459	0.470
ACAN	ADAMTS8	9606.ENSP00000387356	9606.ENSP00000257359	0	0	0	0	0.062	0	0.900	0.519	0.951
ACAN	MMP7	9606.ENSP00000387356	9606.ENSP00000260227	0	0	0	0	0.062	0.060	0.900	0.633	0.963
ACAN	OGN	9606.ENSP00000387356	9606.ENSP00000262551	0	0	0	0	0.062	0.056	0.900	0.406	0.940
ACAN	FGF2	9606.ENSP00000387356	9606.ENSP00000264498	0	0	0	0	0	0	0	0.648	0.648
ACAN	HAPLN1	9606.ENSP00000387356	9606.ENSP00000274341	0	0	0	0.858	0.062	0.290	0.600	0.945	0.749
ACAN	BMP6	9606.ENSP00000387356	9606.ENSP00000283147	0	0	0	0	0	0	0	0.559	0.559
ACAN	ADAMTS1	9606.ENSP00000387356	9606.ENSP00000284984	0	0	0	0	0	0.213	0.900	0.788	0.981
ACAN	WIF1	9606.ENSP00000387356	9606.ENSP00000286574	0	0	0	0	0.062	0.369	0	0.142	0.447
ACAN	B3GNT7	9606.ENSP00000387356	9606.ENSP00000287590	0	0	0	0	0	0	0.900	0.046	0.900
ACAN	SHH	9606.ENSP00000387356	9606.ENSP00000297261	0	0	0	0	0.063	0	0	0.419	0.433
ACAN	COL1A2	9606.ENSP00000387356	9606.ENSP00000297268	0	0	0	0	0.062	0	0	0.587	0.596
ACAN	MMP3	9606.ENSP00000387356	9606.ENSP00000299855	0	0	0	0	0	0.228	0.900	0.835	0.986
ACAN	CXCL8	9606.ENSP00000387356	9606.ENSP00000306512	0	0	0	0	0	0	0	0.483	0.483
ACAN	MMP1	9606.ENSP00000387356	9606.ENSP00000322788	0	0	0	0	0	0.228	0.900	0.697	0.974
ACAN	BGN	9606.ENSP00000387356	9606.ENSP00000327336	0	0	0	0	0	0.056	0	0.842	0.845
ACAN	COL10A1	9606.ENSP00000387356	9606.ENSP00000327368	0	0	0	0	0.090	0	0	0.848	0.856
ACAN	FBLN1	9606.ENSP00000387356	9606.ENSP00000331544	0	0	0	0	0.062	0.213	0	0.740	0.792
ACAN	HYAL3	9606.ENSP00000387356	9606.ENSP00000337425	0	0	0	0	0	0	0	0.462	0.461
ACAN	CHST5	9606.ENSP00000387356	9606.ENSP00000338783	0	0	0	0	0.062	0	0.900	0	0.902
ACAN	THBS4	9606.ENSP00000387356	9606.ENSP00000339730	0	0	0	0	0.062	0	0	0.430	0.443
ACAN	COL9A3	9606.ENSP00000387356	9606.ENSP00000341640	0	0	0	0	0.063	0	0	0.468	0.480
ACAN	PRELP	9606.ENSP00000387356	9606.ENSP00000343924	0	0	0	0	0.071	0.056	0.900	0.532	0.953
ACAN	COL11A1	9606.ENSP00000387356	9606.ENSP00000359114	0	0	0	0	0.086	0	0	0.565	0.586
ACAN	OMD	9606.ENSP00000387356	9606.ENSP00000364700	0	0	0	0	0	0.056	0.900	0.458	0.944
ACAN	BMP2	9606.ENSP00000387356	9606.ENSP00000368104	0	0	0	0	0	0	0	0.721	0.721
ACAN	NKX3-2	9606.ENSP00000387356	9606.ENSP00000371875	0	0	0	0	0	0	0	0.469	0.469
ACAN	PTPRZ1	9606.ENSP00000387356	9606.ENSP00000377047	0	0	0	0	0.062	0	0	0.696	0.703
ACAN	SPP1	9606.ENSP00000387356	9606.ENSP00000378517	0	0	0	0	0	0	0	0.654	0.654
ACAN	BMP7	9606.ENSP00000387356	9606.ENSP00000379204	0	0	0	0	0	0	0	0.653	0.653
ACAN	SOX10	9606.ENSP00000387356	9606.ENSP00000380093	0	0	0	0	0.062	0	0	0.678	0.685
